tenure,Contract_Two year,TenureServicesScore,InternetType,Fiber_Monthly,InternetService_Fiber optic,IsNewCustomer,IsLongCustomer,MonthlyCharges,PaymentMethod_Electronic check,InternetService_No,Contract_One year,Partner,OnlineSecurity,PaperlessBilling,OnlineBackup,TotalServicesCount,AutomaticPayment,TechSupport,Dependents,PaymentMethod_Credit card (automatic),StreamingTV,SeniorCitizen,DeviceProtection,MultipleLines_Yes,StreamingMovies,Churn
33,0,165.0,1,0.0,0,0,1,74.75,0,0,1,1,1.0,0,0.0,5.0,1,0.0,1,1,1.0,0,1.0,0,1.0,0
13,0,39.0,2,79.25,1,0,0,79.25,1,0,0,0,0.0,1,1.0,3.0,0,0.0,0,0,0.0,0,1.0,0,0.0,1
1,0,0.0,1,0.0,0,1,0,24.8,1,0,0,1,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,1
20,0,40.0,1,0.0,0,0,0,51.8,0,0,0,0,0.0,1,1.0,2.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
3,0,3.0,1,0.0,0,1,0,30.4,1,0,0,0,0.0,0,0.0,1.0,0,1.0,0,0,0.0,0,0.0,0,0.0,0
13,0,13.0,0,0.0,0,0,0,19.65,1,1,1,0,0.0,0,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
40,0,120.0,1,0.0,0,0,1,56.6,0,0,0,1,0.0,0,1.0,3.0,1,0.0,0,1,0.0,0,0.0,1,0.0,0
43,0,215.0,1,0.0,0,0,1,71.9,0,0,1,1,1.0,1,0.0,5.0,1,1.0,1,1,0.0,0,0.0,1,1.0,0
6,0,24.0,2,91.0,1,0,0,91.0,1,0,0,1,0.0,1,1.0,4.0,0,0.0,0,0,0.0,0,1.0,0,1.0,1
69,1,69.0,0,0.0,0,0,1,19.75,0,1,0,1,0.0,0,0.0,1.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0
72,1,504.0,2,109.7,1,0,1,109.7,0,0,0,1,1.0,0,1.0,7.0,1,0.0,1,1,1.0,0,1.0,1,1.0,0
59,1,59.0,0,0.0,0,0,1,19.3,0,1,0,1,0.0,0,0.0,1.0,1,0.0,1,1,0.0,0,0.0,0,0.0,0
20,0,100.0,2,96.55,1,0,0,96.55,1,0,0,1,1.0,1,1.0,5.0,0,1.0,0,0,1.0,0,0.0,0,0.0,0
24,1,48.0,0,0.0,0,0,0,24.1,0,1,0,1,0.0,1,0.0,2.0,0,0.0,1,0,0.0,0,0.0,1,0.0,0
59,0,413.0,2,111.35,1,0,1,111.35,1,0,0,0,0.0,1,1.0,7.0,0,1.0,0,0,1.0,0,1.0,1,1.0,0
72,1,504.0,2,112.25,1,0,1,112.25,0,0,0,1,0.0,1,1.0,7.0,0,1.0,1,0,1.0,0,1.0,1,1.0,0
1,0,1.0,0,0.0,0,1,0,20.75,0,1,0,0,0.0,0,0.0,1.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0
27,0,135.0,2,101.9,1,0,1,101.9,0,0,1,1,1.0,1,0.0,5.0,1,1.0,0,1,1.0,0,0.0,0,1.0,0
14,0,42.0,2,80.05,1,0,0,80.05,0,0,0,0,0.0,1,1.0,3.0,1,1.0,0,1,0.0,0,0.0,0,0.0,0
71,1,426.0,2,105.55,1,0,1,105.55,1,0,0,1,1.0,0,0.0,6.0,0,0.0,1,0,1.0,0,1.0,1,1.0,0
13,0,26.0,2,78.3,1,0,0,78.3,0,0,0,0,0.0,1,0.0,2.0,1,0.0,1,1,1.0,0,0.0,0,0.0,0
44,0,44.0,2,68.85,1,0,1,68.85,0,0,0,0,0.0,0,0.0,1.0,1,0.0,0,1,0.0,0,0.0,0,0.0,0
33,0,99.0,2,79.95,1,0,1,79.95,0,0,1,0,0.0,1,1.0,3.0,0,1.0,0,0,0.0,0,0.0,0,0.0,0
72,1,360.0,1,0.0,0,0,1,55.45,0,0,0,1,1.0,1,1.0,5.0,1,1.0,1,1,0.0,0,1.0,0,1.0,0
1,0,2.0,2,79.9,1,1,0,79.9,1,0,0,0,0.0,0,0.0,2.0,0,0.0,0,0,0.0,0,0.0,0,1.0,1
19,0,114.0,2,106.6,1,0,0,106.6,1,0,0,0,1.0,1,0.0,6.0,0,1.0,0,0,1.0,0,1.0,0,1.0,1
64,0,384.0,2,102.45,1,0,1,102.45,0,0,1,1,0.0,1,1.0,6.0,1,1.0,0,1,1.0,0,1.0,0,1.0,0
2,0,2.0,1,0.0,0,1,0,46.0,0,0,0,0,0.0,1,0.0,1.0,1,0.0,0,1,0.0,0,0.0,0,0.0,1
1,0,0.0,1,0.0,0,1,0,25.25,1,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
61,1,61.0,0,0.0,0,0,1,19.75,0,1,0,0,0.0,0,0.0,1.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0
29,0,29.0,0,0.0,0,0,1,20.0,1,1,1,1,0.0,0,0.0,1.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0
23,0,69.0,2,86.8,1,0,0,86.8,1,0,0,1,0.0,0,0.0,3.0,0,0.0,0,0,0.0,1,0.0,1,1.0,0
57,0,285.0,1,0.0,0,0,1,58.75,0,0,0,1,1.0,1,1.0,5.0,0,0.0,0,0,1.0,0,1.0,0,1.0,0
72,1,288.0,1,0.0,0,0,1,45.25,0,0,0,1,1.0,0,1.0,4.0,1,1.0,1,1,0.0,0,1.0,0,0.0,0
66,1,330.0,1,0.0,0,0,1,56.6,0,0,0,1,1.0,1,1.0,5.0,0,1.0,0,0,1.0,0,1.0,0,0.0,0
65,1,455.0,1,0.0,0,0,1,84.2,0,0,0,1,0.0,1,1.0,7.0,0,1.0,1,0,1.0,0,1.0,1,1.0,0
8,0,16.0,2,80.0,1,0,0,80.0,0,0,0,0,0.0,1,0.0,2.0,0,0.0,0,0,1.0,0,0.0,0,0.0,0
4,0,4.0,2,70.15,1,1,0,70.15,1,0,0,0,0.0,1,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,1
71,1,142.0,0,0.0,0,0,1,24.75,0,1,0,1,0.0,0,0.0,2.0,0,0.0,0,0,0.0,0,0.0,1,0.0,0
1,0,1.0,0,0.0,0,1,0,20.2,1,1,1,1,0.0,1,0.0,1.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0
4,0,8.0,1,0.0,0,1,0,50.05,0,0,0,1,0.0,0,0.0,2.0,0,1.0,0,0,0.0,0,0.0,0,0.0,1
12,0,12.0,0,0.0,0,0,0,19.35,0,1,1,0,0.0,1,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
24,0,72.0,1,0.0,0,0,0,50.6,0,0,1,0,1.0,1,0.0,3.0,0,0.0,0,0,1.0,0,0.0,0,1.0,0
31,0,186.0,1,0.0,0,0,1,81.15,0,0,1,1,1.0,1,0.0,6.0,0,1.0,1,0,1.0,0,1.0,0,1.0,0
1,0,2.0,1,0.0,0,1,0,55.2,0,0,0,1,0.0,0,0.0,2.0,0,0.0,0,0,1.0,0,0.0,0,0.0,1
30,0,120.0,2,89.9,1,0,1,89.9,0,0,0,0,0.0,1,0.0,4.0,1,1.0,0,1,0.0,0,0.0,1,1.0,0
47,1,329.0,1,0.0,0,0,1,85.3,0,0,0,1,1.0,1,1.0,7.0,1,1.0,1,1,1.0,0,0.0,1,1.0,0
54,1,378.0,2,108.0,1,0,1,108.0,0,0,0,0,1.0,1,1.0,7.0,1,1.0,0,1,1.0,0,0.0,1,1.0,0
50,0,250.0,2,93.5,1,0,1,93.5,0,0,0,0,1.0,1,1.0,5.0,1,1.0,0,1,0.0,0,0.0,0,1.0,0
1,0,3.0,2,84.6,1,1,0,84.6,0,0,0,0,1.0,1,0.0,3.0,0,0.0,0,0,0.0,0,0.0,0,1.0,1
72,1,72.0,0,0.0,0,0,1,20.25,0,1,0,0,0.0,0,0.0,1.0,1,0.0,0,1,0.0,0,0.0,0,0.0,0
29,0,58.0,0,0.0,0,0,1,25.15,1,1,0,0,0.0,0,0.0,2.0,0,0.0,0,0,0.0,0,0.0,1,0.0,0
2,0,6.0,1,0.0,0,1,0,54.4,0,0,0,0,0.0,1,1.0,3.0,0,0.0,0,0,0.0,0,0.0,1,0.0,1
10,1,10.0,1,0.0,0,0,0,29.6,0,0,0,0,0.0,1,0.0,1.0,0,1.0,0,0,0.0,0,0.0,0,0.0,0
18,0,36.0,2,73.15,1,0,0,73.15,1,0,0,1,0.0,1,0.0,2.0,0,0.0,0,0,0.0,0,0.0,1,0.0,0
11,0,44.0,2,95.0,1,0,0,95.0,1,0,0,0,0.0,1,1.0,4.0,0,0.0,0,0,1.0,1,0.0,0,1.0,1
16,1,16.0,0,0.0,0,0,0,19.75,0,1,0,0,0.0,0,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
72,1,504.0,1,0.0,0,0,1,86.6,0,0,0,0,0.0,0,1.0,7.0,0,1.0,0,0,1.0,0,1.0,1,1.0,0
72,1,504.0,2,109.2,1,0,1,109.2,0,0,0,0,0.0,0,1.0,7.0,0,1.0,0,0,1.0,0,1.0,1,1.0,0
41,0,205.0,1,0.0,0,0,1,74.7,0,0,1,1,1.0,1,0.0,5.0,1,1.0,1,1,1.0,0,0.0,0,1.0,0
65,0,325.0,2,94.4,1,0,1,94.4,1,0,0,1,1.0,0,1.0,5.0,0,0.0,0,0,0.0,1,1.0,0,1.0,0
13,0,39.0,1,0.0,0,0,0,54.8,1,0,0,0,0.0,1,1.0,3.0,0,0.0,0,0,0.0,1,1.0,0,0.0,0
4,0,8.0,2,75.35,1,1,0,75.35,1,0,0,0,1.0,0,0.0,2.0,0,0.0,0,0,0.0,1,0.0,0,0.0,0
41,0,164.0,1,0.0,0,0,1,65.0,0,0,1,0,0.0,0,0.0,4.0,0,0.0,0,0,0.0,0,1.0,1,1.0,0
15,0,30.0,2,74.4,1,0,0,74.4,1,0,0,0,0.0,1,1.0,2.0,0,0.0,0,0,0.0,1,0.0,0,0.0,1
1,0,2.0,1,0.0,0,1,0,48.55,0,0,0,0,1.0,1,0.0,2.0,0,0.0,0,0,0.0,0,0.0,0,0.0,1
42,0,252.0,2,99.0,1,0,1,99.0,1,0,1,0,1.0,1,1.0,6.0,0,0.0,0,0,0.0,0,1.0,1,1.0,0
51,0,255.0,2,93.5,1,0,1,93.5,1,0,1,1,1.0,1,1.0,5.0,0,0.0,0,0,1.0,0,1.0,0,0.0,0
2,0,2.0,2,70.4,1,1,0,70.4,1,0,0,1,0.0,0,0.0,1.0,0,0.0,1,0,0.0,0,0.0,0,0.0,1
1,0,2.0,1,0.0,0,1,0,40.2,1,0,0,1,0.0,0,1.0,2.0,0,0.0,0,0,1.0,1,0.0,0,0.0,1
32,0,224.0,1,0.0,0,0,1,83.7,0,0,1,0,0.0,0,1.0,7.0,1,1.0,1,1,1.0,0,1.0,1,1.0,0
10,0,10.0,0,0.0,0,0,0,19.85,0,1,0,0,0.0,1,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
67,1,335.0,1,0.0,0,0,1,59.55,1,0,0,1,0.0,1,1.0,5.0,0,1.0,1,0,1.0,0,1.0,0,1.0,0
61,1,488.0,2,115.1,1,0,1,115.1,0,0,0,1,1.0,0,1.0,8.0,1,1.0,1,1,1.0,0,1.0,1,1.0,0
50,0,400.0,2,114.35,1,0,1,114.35,0,0,1,0,1.0,0,1.0,8.0,1,1.0,0,1,1.0,0,1.0,1,1.0,0
2,0,2.0,1,0.0,0,1,0,44.6,0,0,0,1,0.0,1,0.0,1.0,1,0.0,0,1,0.0,0,0.0,0,0.0,1
29,0,87.0,1,0.0,0,0,1,45.0,1,0,0,1,1.0,1,0.0,3.0,0,0.0,0,0,0.0,1,1.0,0,1.0,0
3,0,6.0,1,0.0,0,1,0,41.15,1,0,0,0,0.0,1,0.0,2.0,0,0.0,0,0,0.0,1,1.0,0,1.0,1
13,0,78.0,2,106.9,1,0,0,106.9,1,0,0,0,0.0,1,1.0,6.0,0,0.0,0,0,1.0,1,1.0,1,1.0,1
57,0,228.0,2,89.85,1,0,1,89.85,1,0,0,1,0.0,1,1.0,4.0,0,0.0,0,0,0.0,1,0.0,1,1.0,0
31,1,124.0,1,0.0,0,0,1,49.85,0,0,0,0,1.0,1,1.0,4.0,0,1.0,0,0,0.0,0,0.0,0,1.0,0
45,0,360.0,2,113.3,1,0,1,113.3,0,0,1,1,1.0,0,1.0,8.0,0,1.0,0,0,1.0,0,1.0,1,1.0,0
61,1,488.0,1,0.0,0,0,1,88.1,0,0,0,1,1.0,0,1.0,8.0,0,1.0,1,0,1.0,0,1.0,1,1.0,0
50,1,100.0,0,0.0,0,0,1,24.9,0,1,0,0,0.0,0,0.0,2.0,0,0.0,0,0,0.0,0,0.0,1,0.0,0
19,0,114.0,2,105.0,1,0,0,105.0,0,0,0,0,1.0,1,1.0,6.0,0,1.0,0,0,1.0,1,0.0,0,1.0,0
59,1,59.0,0,0.0,0,0,1,19.35,0,1,0,0,0.0,0,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,1
71,1,142.0,0,0.0,0,0,1,24.25,0,1,0,1,0.0,1,0.0,2.0,1,0.0,0,1,0.0,0,0.0,1,0.0,0
16,0,64.0,2,94.45,1,0,0,94.45,1,0,0,0,0.0,1,0.0,4.0,0,1.0,0,0,1.0,1,0.0,0,1.0,1
57,1,228.0,1,0.0,0,0,1,59.75,1,0,0,1,1.0,1,1.0,4.0,0,1.0,0,0,0.0,0,0.0,0,0.0,0
1,0,0.0,1,0.0,0,1,0,24.8,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,1
20,0,120.0,2,107.05,1,0,0,107.05,1,0,0,1,0.0,0,1.0,6.0,0,1.0,0,0,1.0,1,0.0,1,1.0,0
1,0,1.0,2,70.6,1,1,0,70.6,0,0,0,0,0.0,0,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,1
5,0,20.0,2,85.4,1,1,0,85.4,1,0,0,1,0.0,1,1.0,4.0,0,1.0,0,0,0.0,0,0.0,1,0.0,1
52,0,312.0,2,105.05,1,0,1,105.05,1,0,0,1,0.0,1,1.0,6.0,0,0.0,0,0,1.0,0,1.0,1,1.0,1
21,0,84.0,1,0.0,0,0,0,64.95,0,0,0,1,1.0,1,1.0,4.0,0,0.0,0,0,0.0,1,0.0,0,1.0,0
14,0,56.0,1,0.0,0,0,0,55.0,1,0,0,0,0.0,1,0.0,4.0,0,1.0,0,0,1.0,0,1.0,0,1.0,0
5,0,10.0,1,0.0,0,1,0,50.55,0,0,0,0,0.0,0,1.0,2.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
6,0,18.0,1,0.0,0,0,0,55.15,0,0,0,0,1.0,0,1.0,3.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
10,0,20.0,1,0.0,0,0,0,51.2,1,0,0,0,0.0,0,1.0,2.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
1,0,2.0,0,0.0,0,1,0,25.4,0,1,0,0,0.0,0,0.0,2.0,0,0.0,1,0,0.0,0,0.0,1,0.0,0
68,0,204.0,1,0.0,0,0,1,54.45,0,0,0,0,1.0,0,0.0,3.0,0,0.0,0,0,0.0,0,0.0,1,0.0,0
18,0,72.0,2,95.15,1,0,0,95.15,0,0,0,1,0.0,0,0.0,4.0,0,0.0,1,0,1.0,0,1.0,0,1.0,1
22,0,44.0,2,76.0,1,0,0,76.0,0,0,1,0,0.0,1,0.0,2.0,1,0.0,0,1,0.0,0,0.0,1,0.0,0
20,0,20.0,1,0.0,0,0,0,44.35,1,0,0,0,0.0,1,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
1,0,1.0,2,70.0,1,1,0,70.0,1,0,0,1,0.0,0,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,1
8,0,16.0,2,74.5,1,0,0,74.5,1,0,0,0,0.0,1,1.0,2.0,0,0.0,0,0,0.0,1,0.0,0,0.0,1
10,0,10.0,1,0.0,0,0,0,44.85,0,0,0,0,0.0,1,0.0,1.0,1,0.0,0,1,0.0,0,0.0,0,0.0,1
24,0,48.0,2,76.1,1,0,0,76.1,1,0,0,0,0.0,1,0.0,2.0,0,0.0,0,0,0.0,1,0.0,1,0.0,1
35,0,140.0,1,0.0,0,0,1,61.2,0,0,1,0,1.0,0,1.0,4.0,0,0.0,0,0,0.0,0,1.0,0,0.0,0
23,0,92.0,2,86.8,1,0,0,86.8,0,0,1,1,0.0,0,1.0,4.0,0,1.0,1,0,0.0,0,1.0,0,0.0,0
6,0,18.0,2,89.35,1,0,0,89.35,1,0,0,0,0.0,1,0.0,3.0,0,0.0,0,0,1.0,1,0.0,0,1.0,0
12,0,12.0,0,0.0,0,0,0,19.7,0,1,0,0,0.0,0,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
1,0,1.0,0,0.0,0,1,0,20.25,0,1,0,0,0.0,0,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
71,1,142.0,2,76.05,1,0,1,76.05,1,0,0,1,0.0,0,0.0,2.0,0,0.0,1,0,0.0,0,1.0,0,0.0,0
35,0,175.0,2,100.8,1,0,1,100.8,1,0,0,1,0.0,1,0.0,5.0,0,0.0,0,0,1.0,1,1.0,1,1.0,0
40,0,200.0,1,0.0,0,0,1,74.55,1,0,0,1,0.0,1,0.0,5.0,0,0.0,1,0,1.0,0,1.0,1,1.0,0
1,0,2.0,2,73.6,1,1,0,73.6,0,0,0,0,1.0,1,0.0,2.0,0,0.0,1,0,0.0,0,0.0,0,0.0,1
23,0,69.0,1,0.0,0,0,0,64.9,0,0,1,0,0.0,1,0.0,3.0,0,0.0,0,0,1.0,0,0.0,0,1.0,0
4,0,16.0,2,95.45,1,1,0,95.45,1,0,0,0,0.0,1,0.0,4.0,0,0.0,0,0,1.0,1,0.0,1,1.0,1
4,0,16.0,2,90.4,1,1,0,90.4,1,0,0,0,0.0,1,0.0,4.0,0,1.0,0,0,0.0,0,1.0,0,1.0,0
68,1,340.0,1,0.0,0,0,1,60.3,0,0,0,1,0.0,0,1.0,5.0,1,1.0,1,1,1.0,0,1.0,0,1.0,0
38,0,114.0,2,81.85,1,0,1,81.85,0,0,0,0,0.0,1,1.0,3.0,0,0.0,1,0,0.0,0,0.0,1,0.0,0
52,1,104.0,0,0.0,0,0,1,24.8,0,1,0,1,0.0,0,0.0,2.0,0,0.0,1,0,0.0,0,0.0,1,0.0,0
32,0,64.0,2,74.9,1,0,1,74.9,1,0,0,1,0.0,1,0.0,2.0,0,0.0,0,0,0.0,1,0.0,1,0.0,1
29,1,145.0,1,0.0,0,0,1,75.55,0,0,0,1,0.0,0,0.0,5.0,0,1.0,1,0,1.0,0,1.0,0,1.0,0
38,0,190.0,2,101.15,1,0,1,101.15,1,0,0,1,0.0,0,1.0,5.0,0,0.0,1,0,1.0,1,0.0,1,1.0,0
48,0,288.0,1,0.0,0,0,1,78.75,0,0,1,0,1.0,1,0.0,6.0,1,0.0,1,1,1.0,0,1.0,1,1.0,0
1,0,1.0,0,0.0,0,1,0,19.25,0,1,0,0,0.0,1,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
22,0,88.0,2,89.05,1,0,0,89.05,1,0,0,0,1.0,1,0.0,4.0,0,1.0,0,0,0.0,0,0.0,0,1.0,0
43,1,344.0,2,115.05,1,0,1,115.05,0,0,0,0,1.0,0,1.0,8.0,1,1.0,0,1,1.0,0,1.0,1,1.0,0
5,0,5.0,2,69.35,1,1,0,69.35,1,0,0,1,0.0,1,0.0,1.0,0,0.0,0,0,0.0,1,0.0,0,0.0,0
5,0,10.0,2,80.6,1,1,0,80.6,1,0,0,0,0.0,1,0.0,2.0,0,0.0,0,0,1.0,0,0.0,0,0.0,1
51,0,357.0,2,110.05,1,0,1,110.05,0,0,1,1,1.0,0,1.0,7.0,1,1.0,1,1,1.0,0,0.0,1,1.0,0
71,1,71.0,0,0.0,0,0,1,19.9,0,1,0,0,0.0,1,0.0,1.0,1,0.0,0,1,0.0,0,0.0,0,0.0,0
38,0,228.0,1,0.0,0,0,1,80.3,0,0,1,1,1.0,0,1.0,6.0,1,1.0,1,1,1.0,0,0.0,0,1.0,1
24,0,96.0,2,93.15,1,0,0,93.15,1,0,0,1,0.0,1,0.0,4.0,0,0.0,0,0,1.0,1,1.0,0,1.0,1
35,0,140.0,2,91.5,1,0,1,91.5,0,0,0,1,0.0,1,0.0,4.0,1,1.0,0,1,1.0,0,0.0,1,0.0,0
54,0,378.0,1,0.0,0,0,1,82.45,0,0,1,0,1.0,0,1.0,7.0,0,1.0,0,0,1.0,1,0.0,1,1.0,1
72,1,360.0,1,0.0,0,0,1,60.0,1,0,0,1,0.0,1,1.0,5.0,0,1.0,1,0,1.0,0,1.0,0,1.0,0
1,0,1.0,1,0.0,0,1,0,44.8,1,0,0,0,0.0,1,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
9,0,18.0,1,0.0,0,0,0,48.6,0,0,1,1,1.0,0,0.0,2.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0
69,1,345.0,1,0.0,0,0,1,60.05,0,0,0,0,1.0,1,1.0,5.0,0,1.0,0,0,1.0,0,0.0,0,1.0,0
52,0,312.0,2,102.7,1,0,1,102.7,0,0,0,1,0.0,1,1.0,6.0,1,1.0,0,1,1.0,0,0.0,1,1.0,0
11,0,33.0,2,82.9,1,0,0,82.9,1,0,0,1,0.0,1,0.0,3.0,0,1.0,0,0,1.0,1,0.0,0,0.0,0
2,0,2.0,2,70.35,1,1,0,70.35,1,0,0,0,0.0,1,0.0,1.0,0,0.0,0,0,0.0,1,0.0,0,0.0,1
28,0,28.0,1,0.0,0,0,1,35.9,1,0,0,1,0.0,1,0.0,1.0,0,0.0,1,0,1.0,1,0.0,0,0.0,0
17,0,51.0,2,82.65,1,0,0,82.65,0,0,0,0,0.0,1,0.0,3.0,1,0.0,0,1,0.0,1,1.0,1,0.0,0
35,1,35.0,0,0.0,0,0,1,19.85,0,1,0,1,0.0,1,0.0,1.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0
8,0,8.0,0,0.0,0,0,0,19.2,0,1,1,0,0.0,1,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
46,0,230.0,2,94.9,1,0,1,94.9,0,0,1,0,0.0,1,1.0,5.0,1,0.0,0,1,1.0,0,1.0,1,0.0,0
7,0,14.0,2,73.85,1,0,0,73.85,1,0,0,0,0.0,1,0.0,2.0,0,0.0,0,0,0.0,0,0.0,1,0.0,1
2,0,6.0,2,80.6,1,1,0,80.6,0,0,0,0,0.0,0,0.0,3.0,0,0.0,0,0,0.0,0,1.0,1,0.0,1
68,0,408.0,1,0.0,0,0,1,75.8,0,0,1,1,0.0,1,1.0,6.0,0,1.0,1,0,0.0,0,1.0,1,1.0,1
43,1,258.0,2,104.6,1,0,1,104.6,1,0,0,0,0.0,1,1.0,6.0,0,0.0,0,0,1.0,0,1.0,1,1.0,1
68,1,544.0,1,0.0,0,0,1,88.15,1,0,0,0,1.0,1,1.0,8.0,0,1.0,0,0,1.0,0,1.0,1,1.0,0
36,0,144.0,2,94.8,1,0,1,94.8,0,0,0,0,0.0,1,1.0,4.0,1,0.0,0,1,1.0,0,0.0,0,1.0,0
63,0,378.0,2,103.4,1,0,1,103.4,1,0,0,1,0.0,1,1.0,6.0,0,0.0,0,0,1.0,0,1.0,1,1.0,1
32,0,96.0,1,0.0,0,0,1,54.65,0,0,0,0,0.0,0,1.0,3.0,0,1.0,0,0,0.0,1,0.0,0,0.0,0
71,1,568.0,1,0.0,0,0,1,85.75,0,0,0,1,1.0,0,1.0,8.0,1,1.0,0,1,1.0,0,1.0,1,1.0,0
66,0,330.0,1,0.0,0,0,1,67.45,0,0,0,1,1.0,1,1.0,5.0,0,0.0,1,0,0.0,0,1.0,1,0.0,0
63,0,63.0,0,0.0,0,0,1,20.5,0,1,1,0,0.0,0,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
41,0,41.0,0,0.0,0,0,1,20.25,0,1,1,0,0.0,1,0.0,1.0,1,0.0,1,1,0.0,0,0.0,0,0.0,0
1,0,2.0,2,72.1,1,1,0,72.1,1,0,0,0,0.0,1,0.0,2.0,0,0.0,0,0,0.0,1,0.0,1,0.0,0
2,0,6.0,2,90.4,1,1,0,90.4,1,0,0,0,0.0,1,0.0,3.0,0,0.0,0,0,1.0,0,0.0,0,1.0,1
70,1,70.0,0,0.0,0,0,1,19.45,0,1,0,1,0.0,0,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
23,0,46.0,1,0.0,0,0,0,44.95,1,0,0,0,0.0,1,0.0,2.0,0,0.0,0,0,1.0,0,0.0,0,1.0,0
64,0,320.0,2,97.0,1,0,1,97.0,0,0,1,1,1.0,0,1.0,5.0,0,0.0,0,0,0.0,1,1.0,0,1.0,0
37,1,185.0,1,0.0,0,0,1,62.8,0,0,0,1,1.0,1,0.0,5.0,1,1.0,1,1,0.0,0,1.0,1,0.0,0
17,0,17.0,1,0.0,0,0,0,44.6,0,0,1,0,0.0,0,0.0,1.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0
7,0,21.0,2,89.15,1,0,0,89.15,1,0,0,0,0.0,1,0.0,3.0,0,0.0,0,0,1.0,1,0.0,0,1.0,0
4,0,16.0,2,84.8,1,1,0,84.8,0,0,0,1,0.0,1,1.0,4.0,0,0.0,1,0,0.0,0,1.0,1,0.0,1
21,0,42.0,1,0.0,0,0,0,41.9,1,0,0,0,1.0,1,0.0,2.0,0,0.0,0,0,1.0,1,0.0,0,0.0,1
10,0,20.0,2,80.25,1,0,0,80.25,0,0,0,0,0.0,1,0.0,2.0,0,0.0,0,0,0.0,0,0.0,0,1.0,1
16,0,48.0,1,0.0,0,0,0,54.1,1,0,0,0,1.0,1,0.0,3.0,0,0.0,0,0,0.0,1,0.0,1,0.0,0
64,1,384.0,2,105.25,1,0,1,105.25,1,0,0,1,0.0,1,1.0,6.0,0,1.0,0,0,1.0,0,0.0,1,1.0,0
27,0,27.0,1,0.0,0,0,1,30.75,0,0,0,1,1.0,0,0.0,1.0,1,0.0,0,1,0.0,1,0.0,0,0.0,1
42,0,210.0,2,97.1,1,0,1,97.1,1,0,1,1,1.0,0,0.0,5.0,0,0.0,1,0,1.0,0,0.0,1,1.0,0
5,0,5.0,0,0.0,0,1,0,20.2,0,1,0,0,0.0,0,0.0,1.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0
41,1,205.0,2,98.8,1,0,1,98.8,0,0,0,0,0.0,1,1.0,5.0,0,1.0,0,0,1.0,0,0.0,0,1.0,0
58,0,116.0,1,0.0,0,0,1,50.3,0,0,1,1,0.0,0,0.0,2.0,1,0.0,0,1,0.0,0,1.0,0,0.0,0
47,1,47.0,0,0.0,0,0,1,20.55,0,1,0,0,0.0,1,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
18,0,36.0,2,75.9,1,0,0,75.9,0,0,0,0,0.0,1,0.0,2.0,0,1.0,0,0,0.0,0,0.0,0,0.0,0
5,0,20.0,2,96.5,1,1,0,96.5,0,0,0,0,0.0,0,0.0,4.0,0,0.0,0,0,1.0,0,1.0,0,1.0,1
23,0,69.0,1,0.0,0,0,0,59.95,0,0,0,1,1.0,1,0.0,3.0,0,0.0,0,0,0.0,0,0.0,0,1.0,0
1,0,1.0,0,0.0,0,1,0,19.15,0,1,0,0,0.0,0,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
71,0,355.0,2,98.65,1,0,1,98.65,0,0,1,1,0.0,1,0.0,5.0,1,0.0,0,1,1.0,0,1.0,1,1.0,0
